tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,API_start,API_stop,API_duration,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,Audiogram_frequency,Audiogram_none,Audiogram_time,Audiogram_both,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,7,0,7,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060.6429403000511,None,,,,257.950202979653,6.65401213333403,0.00034218592331459964,0,"[0.6600443439497483, 0.6600443439497483, 0.6600443439497483, 0.6600443439497483]","[7581.860702940003, 168.26563583487373, 2455.56365378562, 130.99731540695896]",None,"[-2.0, 6.0, 0.12274927998099194, 1.922254749025186]",False,1061.6431901000906,1064.662200300023,1064.662200300023,1065.898200500058,None,0,3.682602660031989,4.703174160094932,None,1,,,,,,"{'estimation': [[125.0, 0.37573826757151035], [133.9716828170366, 0.09155071130981207], [140.4337225530883, 0.0], [143.5872943746293, -0.04451284124604853], [147.79571917207178, 0.0], [153.89305166811442, 0.06331619752836493], [164.93848884661162, 0.4498726771855457], [175.22818407256767, 1.0], [176.77669529663666, 1.0783342322296785], [189.46457081379947, 1.8312211906874316], [192.51833154537138, 2.0], [203.0630990890585, 2.556277020660595], [214.75929072526117, 3.0], [217.6376408240306, 3.106303052258096], [233.25824788420132, 3.394812246679156], [249.99999999999937, 3.436608624211231], [267.94336563407256, 3.3398045018157956], [287.1745887492579, 3.266229507163781], [307.78610333622805, 3.366612736356068], [329.87697769322244, 3.715862888289206], [341.4580728457837, 4.0], [353.55339059327247, 4.280499205604398], [378.929141627598, 4.917159017427125], [383.12786295024637, 5.0], [406.12619817811606, 5.441806727220927], [435.2752816480596, 5.686280369381271], [466.5164957684015, 5.57452308083246], [499.9999999999975, 5.136262695119454], [507.36602090492573, 5.0], [535.8867312681438, 4.4866874696829235], [561.4769465147352, 4.0], [574.3491774985143, 3.7635867865534838], [615.5722066724546, 3.0585865786737827], [619.147449207793, 3.0], [659.7539553864432, 2.364991611159077], [681.3214294460025, 2.0], [707.1067811865431, 1.5802070389919436], [735.4999400461764, 1.0], [757.8582832551941, 0.5577290770840533], [779.4843163995722, 0.0], [812.2523963562301, -0.821748419367887], [818.063490004489, -1.0], [850.9210585506767, -2.0], [870.5505632961181, -2.5763305432424852], [883.5435945144694, -3.0], [914.3766662726729, -4.0], [933.0329915368008, -4.581116629886904], [946.7961188277893, -5.0], [979.8300492652556, -6.0], [999.9999999999926, -6.586237993567782], [1017.2250077506005, -7.0], [1059.552429461138, -8.0], [1071.773462536285, -8.279141850199522], [1121.9606218705585, -9.0], [1148.698354997026, -9.372440914641341], [1231.1444133449063, -9.689138559138701], [1319.5079107728816, -9.213657993618813], [1336.6452351374958, -9.0], [1414.2135623730846, -8.080495224019971], [1419.298176424896, -8.0], [1484.1636390474011, -7.0], [1515.7165665103846, -6.537351388656582], [1549.7541729348422, -6.0], [1615.085171838112, -5.0], [1624.5047927124563, -4.861697545527916], [1687.636423899992, -4.0], [1741.1011265922318, -3.2991839390535835], [1769.2298133377212, -3.0000000000000004], [1866.065983073597, -2.006708771574994], [1866.970345586442, -2.0], [1999.9999999999802, -1.0562307265828492], [2012.7120297467516, -1.0], [2143.5469250725646, -0.44911564683049515], [2297.396709994046, -0.16158792077728296], [2462.2888266898062, -0.16920850575651467], [2639.01582154576, -0.4648084231096261], [2813.1860038594878, -1.0], [2828.427124746159, -1.0463982660311248], [3031.4331330207615, -1.880649230076597], [3056.2727102410945, -2.0], [3249.0095854249043, -2.887814869589875], [3272.9431733133174, -3.0], [3482.2022531844555, -3.9229692698078282], [3502.8597927897417, -4.0], [3732.1319661471844, -4.797889348062755], [3831.238306645311, -5.0], [3999.9999999999554, -5.325992252433785], [4287.093850145118, -5.368939213536095], [4524.05400877928, -5.0], [4594.793419988081, -4.892266504650808], [4919.592419882776, -4.0], [4924.577653379601, -3.986578756325618], [5228.882372101217, -3.0], [5278.031643091513, -2.8450078933171326], [5561.851374645312, -2.0], [5656.854249492303, -1.7251842814634308], [6003.488874574719, -1.0], [6062.866266041501, -0.8789020955634174], [6498.019170849792, -0.48829629677978], [6964.404506368894, -0.6219856957582767], [7270.804864320449, -1.0], [7464.2639322943505, -1.2280559540077878], [7912.5996466747965, -2.0], [7999.999999999882, -2.1492370137401133]], 'plus_line': [[125.0, -4.459317294608823], [133.9716828170366, -4.744597347168181], [141.7703450579546, -5.0], [143.5872943746293, -5.064789054844357], [153.8930516681145, -5.097669337688388], [156.51086632723514, -5.0], [164.93848884661162, -4.714209752565792], [176.35289150276736, -4.0], [176.77669529663666, -3.9754556231895433], [189.46457081379947, -3.1135602506382702], [191.3365759575141, -3.0], [203.0630990890585, -2.340650658894901], [211.95228891724372, -2.0], [217.6376408240306, -1.7995966487100152], [233.25824788420132, -1.5648827530165763], [249.99999999999937, -1.573240728639603], [267.94336563407256, -1.6934570845068637], [287.1745887492579, -1.746716666999327], [307.78610333622805, -1.5768606529347973], [329.87697769322244, -1.1060151234093212], [333.32225506203986, -1.0], [353.55339059327247, -0.43707076520793847], [368.8478107829966, 0.0], [378.929141627598, 0.26476449904267085], [406.12619817811606, 0.7609545715659064], [435.2752816480601, 0.9076323346384378], [466.5164957684015, 0.6535931221378466], [499.9999999999975, 0.10959550068162405], [505.51139612211585, 0.0], [535.8867312681438, -0.6041126654943333], [556.9398860167454, -1.0], [574.3491774985143, -1.3245654089249357], [615.5722066724546, -1.9827613937689261], [616.6952817550844, -2.0], [659.7539553864432, -2.6503012807543724], [680.8842155846386, -3.0], [707.1067811865431, -3.427615965911998], [734.4264244065523, -4.0], [757.8582832551932, -4.4759409958584175], [777.192710223893, -5.0], [812.2523963562301, -5.898907220097128], [815.3743407408538, -6.0], [846.099012304639, -7.0], [870.5505632961181, -7.727643447889235], [878.3557308671327, -8.0], [907.0758298817524, -9.0], [933.0329915368008, -9.81770452735344], [938.5992319878841, -10.0], [968.9194178476947, -11.0], [999.9999999999926, -11.923177291896353], [1002.974188429575, -12.0], [1041.4803169965528, -13.0], [1071.773462536285, -13.722127737820271], [1089.9467438642662, -14.0], [1148.698354997026, -14.869109527860154], [1184.942913603929, -15.0], [1231.1444133449047, -15.17247446117791], [1256.1449524165027, -15.0], [1319.5079107728832, -14.605586769732227], [1363.5300103560141, -14.0], [1414.2135623730828, -13.330755304135861], [1433.8479017441693, -13.0], [1493.7503043278482, -12.0], [1515.7165665103846, -11.645971485696387], [1555.3339270074407, -11.0], [1615.6916279673546, -10.0], [1624.5047927124563, -9.860709874248306], [1686.494728676994, -9.0], [1741.1011265922318, -8.23645216984357], [1762.7151824143157, -8.0], [1855.5115924557726, -7.0], [1866.065983073597, -6.890587572582375], [1983.8632777555872, -6.0], [1999.9999999999802, -5.883786729554893], [2143.5469250725646, -5.21576901454668], [2237.130450069348, -5.0], [2297.396709994046, -4.87576978587197], [2462.2888266898062, -4.895484969506518], [2511.2957888014325, -5.0], [2639.0158215457564, -5.283958346365706], [2828.427124746159, -5.971742837179141], [2834.6343143741883, -6.0], [3031.4331330207656, -6.886171563914619], [3055.673931745257, -7.0], [3249.0095854249043, -7.8773835897109326], [3278.367879773569, -8.0], [3482.2022531844596, -8.813456823615958], [3542.116797971635, -9.0], [3732.1319661471844, -9.573620132592996], [3985.3528605767847, -10.0], [3999.9999999999554, -10.025234188733407], [4287.093850145118, -10.089634715834539], [4349.504877175746, -10.0], [4594.793419988081, -9.678294995490859], [4849.855288102692, -9.0], [4924.577653379601, -8.809481272892846], [5176.0146457248775, -8.0], [5278.031643091506, -7.680050894094845], [5505.135865476803, -7.0], [5656.854249492303, -6.55912022644732], [5919.318559342776, -6.0], [6062.866266041508, -5.710493881429452], [6498.019170849792, -5.306888349319861], [6964.404506368894, -5.39413234669258], [7464.2639322943505, -5.959096179363633], [7484.670971186414, -6.0], [7982.269988288407, -6.999999999999999], [7999.999999999882, -7.0355903374313336]], 'minus_line': [[125.0, 5.324211944700069], [132.57255507977297, 5.000000000000001], [133.97168281703654, 4.946979684990532], [143.58729437462938, 4.9144428492638275], [148.79253821562492, 5.0], [153.89305166811442, 5.088315591184134], [164.93848884661162, 5.43786357573172], [176.77669529663666, 5.942676626431874], [177.83781220467458, 6.0], [189.46457081379936, 6.612454678077047], [196.91072232307866, 7.0], [203.0630990890585, 7.318742749742047], [217.6376408240306, 7.909142784354354], [221.6058476372008, 8.0], [233.25824788420132, 8.278839258040163], [249.99999999999937, 8.377401349323094], [267.94336563407256, 8.292420983509919], [287.1745887492579, 8.179399359765949], [307.78610333622805, 8.199986768689772], [329.87697769322244, 8.45287165115677], [353.55339059327247, 8.927585615115873], [356.4307717086814, 9.0], [378.929141627598, 9.567836011875873], [398.56674434785026, 10.0], [406.12619817811606, 10.172289567096481], [435.2752816480601, 10.576930942356096], [466.5164957684015, 10.633808517291087], [499.9999999999975, 10.326965344090091], [519.4528192683238, 10.0], [535.8867312681438, 9.740625105745668], [574.3491774985143, 9.013684959590496], [575.0748579825977, 9.0], [615.5722066724546, 8.28806353262285], [632.4218147383506, 8.0], [659.753955386444, 7.5638442260814145], [692.4193857164289, 7.0], [707.1067811865431, 6.7605765818910974], [744.2938376124077, 6.0], [757.8582832551941, 5.732412262837693], [786.3811601416335, 5.0], [812.2523963562301, 4.3389363434481245], [823.3774938094663, 4.0], [855.8259376647493, 3.0], [870.550563296117, 2.551912405794298], [887.7771826592239, 2.0], [917.962566930823, 1.0], [933.0329915368008, 0.5091024426578337], [950.1834337469277, 0.0], [982.8080602731026, -1.0], [999.9999999999926, -1.5193530543124374], [1020.4617230906638, -2.0], [1062.3203213756337, -3.0], [1071.773462536285, -3.218941945393368], [1126.4436305203392, -4.0], [1148.6983549970246, -4.307862813970953], [1231.1444133449063, -4.637875657273458], [1319.5079107728832, -4.203931776021162], [1336.7236961430438, -4.0], [1414.2135623730828, -3.1202709734644483], [1421.9356390914181, -3.0], [1487.4440573130805, -2.0], [1515.7165665103846, -1.5991286695009812], [1552.9406561087017, -1.0], [1619.9055955462377, 0.0], [1624.5047927124563, 0.06614585597686717], [1690.6598868894805, 1.0], [1741.1011265922318, 1.6534706615959962], [1773.3833809614948, 2.0], [1866.065983073597, 2.9418340769266655], [1874.22483396059, 3.0], [1999.9999999999802, 3.8689670548319355], [2033.3365024658963, 4.0], [2143.5469250725646, 4.433279459326989], [2297.3967099940432, 4.6837540926207835], [2462.2888266898062, 4.70002358315058], [2639.01582154576, 4.5003739654688495], [2828.427124746159, 4.023834726124262], [2834.415648110519, 4.0], [3031.4331330207615, 3.2560219808954742], [3082.1405602376126, 3.0], [3249.0095854249043, 2.1921501621346478], [3284.8379396701243, 2.0], [3480.379769897892, 1.0], [3482.2022531844555, 0.9912634702619934], [3715.4228822180353, 0.0], [3732.1319661471844, -0.06589787336442451], [3999.9999999999554, -0.7026249789178689], [4287.093850145118, -0.7613665383497795], [4594.793419988081, -0.23005729455267943], [4671.27703576772, 0.0], [4924.577653379601, 0.7518388282067427], [4995.710886133177, 1.0], [5278.031643091506, 1.9538592194263633], [5292.482323561139, 2.0], [5609.7542378209455, 3.0], [5656.854249492303, 3.1437583233299464], [6043.169575225402, 4.0], [6062.866266041508, 4.043445836107024], [6498.019170849792, 4.460641344530347], [6964.404506368894, 4.268917660105809], [7152.26671340336, 4.0], [7464.2639322943505, 3.591841757293966], [7835.29869325551, 3.0], [7999.999999999872, 2.747705368616159]]}",,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,7,0,7,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066.3733620999847,None,,,,2514.4384608897703,-2.207013510971646,6.592632984044468e-05,1,"[0.7630100262233297, 0.7630100262233297, 0.7630100262233297, 0.7630100262233297]","[6335.987891080577, 5028.876921779541, 3991.422257925722, 3167.9939455402887]",Major_3rd,"[-1.090804645452339, -1.6305854542215412, -1.7450720210032946, -0.7195967390694644]",False,1067.3662978999782,1070.7028556000441,1070.7028556000441,None,['space'],1,4.066138760186732,None,None,1,,[0.3250482000876218],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,8,0,8,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074.0722982001025,None,1650621175.6983716,1650621177.7308805,2.0325088500976562,125.0,6.0,0.0014420157515633036,0,"[0.5714475148549316, 0.5714475148549316, 0.5714475148549316, 0.5714475148549316]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[8.973732267488668, 7.250110335393013, 5.0, 3.0]",False,1077.0896628000773,1079.8440312000457,1079.8440312000457,1081.0799171999097,None,0,3.3349776002578437,4.358800100395456,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,8,0,8,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081.465249700006,None,,,,3133.519867073404,-2.6658960208978772,4.963054279016097e-05,1,"[0.5716075721480331, 0.5716075721480331, 0.5716075721480331, 0.5716075721480331]","[7895.9752815791335, 6267.039734146808, 4974.152733355574, 3947.9876407895667]",Major_3rd,"[-2.619118340294624, -1.0, -1.6305854542215412, -1.7450720210032946]",False,1082.4636113001034,1085.2019261000678,1085.2019261000678,None,['space'],1,3.31561355991289,None,None,1,,[0.37813970004208386],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,8,0,8,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086.208337200107,None,,,,,,,,"[0.5073179895632995, 0.5073179895632995, 0.5073179895632995, 0.5073179895632995]","[980.7695239513275, 654.585124162802, 436.88315583967426, 291.5845240151876]",Perfect_5th,"[3.314424444196705, 6.218559537063877, 8.715675910554989, 7.805538975869702]",True,1087.2056648998987,1089.7565409999806,1089.7565409999806,1090.9909079999197,None,1,3.0475504600908607,4.07484185998328,None,1,,,0,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,8,0,8,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091.300946299918,None,1650621192.958707,1650621195.1768422,2.218135118484497,500.0,0.0,7.144469792555515e-05,0,"[0.7755412457299595, 0.7755412457299595, 0.7755412457299595, 0.7755412457299595]","[198.42513149602502, 250.00000000000009, 314.98026247371837, 396.8502629920499]",Major_3rd,"[8.973732267488668, 8.840291789389005, 7.399046871854939, 8.0]",False,1094.5370436999947,1097.8972793999128,1097.8972793999128,1099.131987000117,None,0,4.114489220548421,5.134357620496303,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,8,0,8,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099.6990775000304,None,,,,1051.380893540986,1.8497297524169485,5.716669892463718e-05,1,"[0.5040275681645873, 0.5040275681645873, 0.5040275681645873, 0.5040275681645873]","[417.2407841065568, 525.6904467704932, 662.3284596147846, 834.4815682131135]",Major_3rd,"[8.211586807684622, 9.0, 6.218559537063877, 3.0]",False,1100.7211774999741,1103.2700112999883,1103.2700112999883,None,['space'],1,3.0470696601551026,None,None,1,,[0.44095800002105534],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,8,0,8,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104.2663722001016,None,1650621205.9080465,1650621208.1798754,2.2718288898468018,1741.101126592249,2.0,7.946550558864265e-05,1,"[0.7623535920621638, 0.7623535920621638, 0.7623535920621638, 0.7623535920621638]","[690.9564399838887, 870.5505632961249, 1096.8249796946268, 1381.912879967777]",Major_3rd,"[5.059888243962505, 2.835141011822397, 4.059225165054532, 6.208779135391241]",False,1107.5402335999534,1110.8440239001065,1110.8440239001065,None,['space'],1,4.064393260283396,None,None,1,,[0.3913500001654029],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,8,0,8,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.0290616999846,None,,,,,,,,"[0.5080049097129622, 0.5080049097129622, 0.5080049097129622, 0.5080049097129622]","[211.72550543053237, 237.65384450489265, 266.757421091559, 299.4250812801573]",Tone,"[9.25797861941169, 9.192667839365058, 8.326813114499995, 7.399046871854939]",True,1113.0262323000934,1115.5823172000237,1115.5823172000237,1116.817164399894,None,1,3.0506867601070553,4.082599160261452,None,1,,,0,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,8,0,8,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.1351155999582,None,,,,1578.6588134446488,3.0,7.761560169025581e-05,1,"[0.4572204937160393, 0.4572204937160393, 0.4572204937160393, 0.4572204937160393]","[626.4911652902264, 789.3294067223245, 994.4927348304884, 1252.9823305804525]",Major_3rd,"[7.0, 3.2260249263326117, 3.314424444196705, 5.652799643408654]",False,1118.1361314000096,1120.5319809999783,1120.5319809999783,None,['space'],1,2.847219259943813,None,None,1,,[0.2781427998561412],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,8,0,8,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.3130193999968,None,,,,,,,,"[0.5770851719348278, 0.5770851719348278, 0.5770851719348278, 0.5770851719348278]","[2554.23766660731, 2275.5670630062236, 2027.2997794746213, 1806.1187748201326]",Tone,"[0.0, 0.3938950762819644, 1.7287990404199483, 3.0]",True,1122.3075117000844,1125.058076400077,1125.058076400077,1126.2942107999697,None,1,3.34656915999949,4.365125059848651,None,1,,,0,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,8,0,8,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.6948275000323,None,1650621228.357713,1650621230.572909,2.215196132659912,6062.8662660415985,-4.0,7.497821437245907e-05,0,"[0.7806914411774627, 0.7806914411774627, 0.7806914411774627, 0.7806914411774627]","[3819.3664156416694, 4287.0938501451765, 4812.100144328471, 5401.399784672765]",Tone,"[-1.4686279785677971, -1.8708373282903583, -1.6305854542215412, -1.3539693998841358]",False,1129.9320398999844,1133.300026099896,1133.300026099896,1134.5354514000937,None,0,4.162673220504075,5.192808420630172,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,8,0,8,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.1485943000298,None,,,,485.5338765975007,6.841201101932488,0.000158671970938245,0,"[0.6081883905849423, 0.6081883905849423, 0.6081883905849423, 0.6081883905849423]","[2446.9374062490033, 1633.1347852603108, 1089.9866992984419, 727.4788433694047]",Perfect_5th,"[0.12274927998099194, 5.0, 4.059225165054532, 5.0]",False,1136.147042100085,1139.008820899995,1139.008820899995,1140.2400946998969,None,0,3.4562096600420773,4.462560160085559,None,1,,,,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
,,,,8,0,8,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.6339145000093,None,1650621242.2730935,1650621244.4228187,2.1497251987457275,8000.0,-7.0,8.109050486794653e-05,1,"[0.7423890919686161, 0.7423890919686161, 0.7423890919686161, 0.7423890919686161]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[-0.7195967390694644, -1.7450720210032946, -1.6305854542215412, -1.090804645452339]",False,1143.8324065001216,1147.0816556999926,1147.0816556999926,None,['space'],1,4.025110720656812,None,None,1,,[0.28023999999277294],,,,,,,,,,,,tyrfqt,001,fr,1,0,2022-04-22_11h35.19.106,Cluster,2022.1.1,35.47496905696009,
